WORD,COUNT
proceed,2.0
reproach,2.0
supreme,2.0
close,
slavery,2.0
fever,
startled,2.0
crime,2.0
amounted,2.0
burnt,2.0
glimmer,2.0
dull,2.0
limbs,2.0
form,2.0
proportion,
selected,2.0
beautiful,2.0
skin,2.0
muscles,2.0
colour,2.0
complexion,2.0
exceeded,2.0
created,
compose,2.0
clothes,
dreams,2.0
folds,2.0
chattered,
limb,2.0
inarticulate,2.0
sounds,
attentively,
announce,2.0
miserably,2.0
wretch,2.0
joints,2.0
wet,
sleepless,2.0
hour,2.0
asylum,
impelled,2.0
hurry,2.0
sky,2.0
doing,2.0
Like,2.0
road,
Doth,2.0
dread,
And,
round,
inn,2.0
why,2.0
stopped,2.0
sprung,2.0
out,2.0
misfortune,2.0
college,2.0
dislike,2.0
remark,2.0
pale,2.0
guessed,2.0
occupation,2.0
spectre,2.0
stand,2.0
waiting,2.0
appeared,2.0
fearfully,2.0
in,2.0
clapped,2.0
sensitiveness,
place,2.0
arrival,
wildness,2.0
account,
unrestrained,
heartless,2.0
frightened,2.0
Gods,2.0
are,2.0
tell,2.0
Save,2.0
Clerval,2.0
bitterness,2.0
recover,2.0
long,
nurse,2.0
concealing,2.0
attentive,2.0
himself,2.0
shaded,2.0
window,2.0
contributed,2.0
convalescence,2.0
bosom,2.0
attacked,2.0
Dearest,2.0
kind,
consumed,2.0
repay,2.0
occasion,
get,2.0
be,2.0
agitates,2.0
handwriting,2.0
Is,2.0
Henry,2.0
deserving,2.0
Elizabeth,2.0
reassure,2.0
account,2.0
post,2.0
persuasions,2.0
encountering,2.0
confirm,2.0
intelligence,2.0
well,2.0
elder,2.0
returns,2.0
rowing,2.0
alteration,
growth,2.0
laws,2.0
amuse,2.0
rewarded,2.0
Moritz,2.0
words,2.0
prevail,2.0
despised,
servant,
include,2.0
ignorance,2.0
remarked,2.0
gesture,2.0
aunt,2.0
reminds,2.0
ill,2.0
brothers,2.0
troubled,2.0
confessor,2.0
sister,2.0
curling,2.0
hair,2.0
age,2.0
congratulatory,2.0
rich,2.0
reported,2.0
older,2.0
cousin,2.0
Elizabeth,2.0
Lavenza,2.0
March,2.0
18th,
17,2.0
feel,2.0
fatigued,2.0
recovery,2.0
sustained,2.0
apparatus,2.0
avail,2.0
do,2.0
cruel,2.0
writhed,2.0
impress,2.0
blunt,2.0
approbation,2.0
he,2.0
suffering,
happily,2.0
differed,2.0
career,
instruction,2.0
critical,2.0
temporary,2.0
amusement,2.0
poetry,2.0
spring,2.0
inhabitants,2.0
cheerfully,2.0
compensated,2.0
bid,2.0
personal,2.0
farewell,2.0
ramble,2.0
restored,
progress,
friend,2.0
verdant,2.0
undisturbed,2.0
rejoiced,2.0
resources,2.0
imitation,2.0
tales,2.0
repeated,2.0
surprise,
behold,
contrary,
how,
joys,2.0
inflict,2.0
impossible,2.0
Plainpalais,2.0
prolonged,2.0
Ernest,
came,
enquired,2.0
brother,2.0
run,2.0
there,2.0
dews,2.0
boy,
finger,2.0
neck,2.0
betrayed,2.0
corpse,2.0
clasping,2.0
fainted,
miniature,2.0
deed,2.0
present,
Victor,2.0
unjustly,2.0
motive,2.0
mother,2.0
Alas,
gentleness,
mourning,
Frankenstein,2.0
bitterness,
unhappy,2.0
extremest,2.0
agitation,2.0
Tears,2.0
gushed,2.0
offer,2.0
consolation,
your,2.0
irreparable,2.0
walk,
consolation,2.0
untimely,2.0
mourn,2.0
pang,2.0
horses,2.0
melancholy,2.0
crowded,2.0
time,2.0
advance,
palaces,2.0
road,2.0
Dear,2.0
lake,2.0
Night,2.0
endure,2.0
murdered,2.0
Blanc,2.0
landing,
clouded,
drops,
fire,2.0
promontory,2.0
Another,2.0
Jura,2.0
faint,2.0
darkened,2.0
disclosed,2.0
tempest,
hasty,2.0
war,2.0
spirits,2.0
aloud,
fixed,
flash,2.0
illuminated,2.0
humanity,
there,2.0
brother,2.0
lean,2.0
vain,
rocks,2.0
perpendicular,2.0
ascent,2.0
south,2.0
impenetrable,2.0
departure,2.0
crime,2.0
depraved,2.0
spent,
air,2.0
weather,2.0
grave,
Day,2.0
made,2.0
delirium,2.0
silent,2.0
library,2.0
rising,2.0
Beloved,2.0
rustic,
sinking,2.0
wretchedness,2.0
desolated,2.0
new,
Ernest,2.0
minutely,2.0
named,2.0
wretched,2.0
confine,2.0
accents,2.0
first,2.0
Indeed,
amiable,
Ernest,2.0
today,
all,2.0
apparel,2.0
pocket,2.0
magistrate,2.0
suspicion,2.0
mistaken,2.0
innocent,2.0
unhappiness,2.0
God,
William,2.0
valued,2.0
murder,2.0
circumstantial,2.0
rash,2.0
Justine,2.0
sure,2.0
proved,2.0
nothing,
cheered,2.0
else,2.0
prejudiced,2.0
wept,2.0
witnesses,
obliterated,2.0
enormity,2.0
tranquil,
adduced,2.0
began,
marketwoman,2.0
defence,2.0
audible,2.0
innocent,2.0
interpretation,2.0
barn,2.0
Most,2.0
bewildered,2.0
know,
beg,2.0
resource,
agitated,
educated,2.0
character,2.0
rests,
sport,2.0
condemned,2.0
observed,
condemn,2.0
unexpected,2.0
Had,2.0
escape,2.0
esteemed,2.0
severity,2.0
decide,2.0
guilty,2.0
refuse,2.0
chamber,2.0
also,2.0
enemies,2.0
girl,
kneel,
guiltless,
confess,
lie,2.0
confessed,
falsehood,2.0
consoles,2.0
fear,2.0
stony,2.0
No,2.0
past,2.0
corner,2.0
morrow,2.0
did,
together,
he,2.0
cousin,2.0
stayed,2.0
away,2.0
cheerfulness,
unfeeling,2.0
reasoning,2.0
victim,2.0
scaffold,2.0
woe,
desolation,2.0
drop,2.0
countenances,
satisfied,
prophetic,2.0
remorse,
hapless,2.0
calmness,2.0
deeds,2.0
mischief,2.0
description,2.0
myself,2.0
behind,2.0
overflowed,2.0
begun,2.0
thirsted,2.0
gather,2.0
awaken,2.0
dispel,2.0
brooded,2.0
alarm,
middle,2.0
suffering,2.0
revisit,2.0
be,2.0
wickedness,2.0
signal,2.0
crime,
ordinary,2.0
tribute,2.0
quenched,2.0
smiles,2.0
reflect,
imaginary,2.0
blood,2.0
unfit,2.0
thousands,2.0
places,2.0
discourse,2.0
are,2.0
makes,2.0
fondly,2.0
gift,2.0
penetrate,2.0
deer,2.0
type,2.0
cope,2.0
intolerable,2.0
scenes,
boyhood,2.0
epoch,2.0
woe,2.0
sensibly,2.0
overhung,2.0
displayed,2.0
Still,
piny,2.0
Arve,
beauty,2.0
Alps,
shining,2.0
habitations,2.0
ravine,
overhangs,2.0
passed,2.0
fields,2.0
Immense,2.0
falling,2.0
surrounding,2.0
tingling,2.0
indulging,2.0
fears,
rushing,2.0
keen,2.0
advancing,2.0
month,2.0
ragged,2.0
eagle,
clouded,2.0
mists,2.0
Still,2.0
cloudy,2.0
guide,
surmount,2.0
traces,2.0
perceived,
lie,2.0
strewed,2.0
destroyed,
sound,
speaking,2.0
clouds,
impulses,2.0
yesterday,2.0
noon,2.0
rock,2.0
cloud,
surface,2.0
interspersed,2.0
deep,2.0
dependent,2.0
peaks,2.0
overwhelm,2.0
furious,2.0
detestation,2.0
fierce,2.0
Begone,
Or,2.0
trample,2.0
spurn,2.0
glut,2.0
monster,2.0
devil,2.0
vent,2.0
accumulation,2.0
defend,2.0
thine,
king,2.0
Adam,
angel,
Everywhere,2.0
Begone,2.0
goodness,2.0
alone,2.0
skies,2.0
mankind,2.0
recompense,2.0
whirlwinds,2.0
Listen,2.0
abandon,2.0
accuse,2.0
creature,2.0
praise,2.0
hands,2.0
Cursed,2.0
expression,2.0
flung,2.0
descends,2.0
illuminate,2.0
confirmation,2.0
descend,2.0
depressed,2.0
heard,
opening,2.0
descended,
shade,2.0
forest,2.0
Ingolstadt,2.0
helpless,
wretch,2.0
distinguish,
Soon,2.0
huge,2.0
darkness,2.0
ears,
scents,2.0
saluted,2.0
Several,2.0
orb,2.0
birds,2.0
forest,2.0
distinct,
notes,
thrush,2.0
thrust,2.0
cry,2.0
carefully,2.0
fanned,2.0
element,2.0
travellers,2.0
tasted,2.0
placing,2.0
acorns,2.0
pangs,2.0
wants,2.0
satisfied,2.0
exceedingly,2.0
sun,2.0
chilled,2.0
damp,2.0
An,2.0
shrieked,2.0
speed,2.0
enchanted,2.0
dry,2.0
milk,
asleep,2.0
allured,2.0
travels,2.0
breakfast,2.0
sunset,2.0
village,2.0
huts,
cottages,
stately,2.0
houses,2.0
vegetables,2.0
milk,2.0
kinds,2.0
bare,
neat,2.0
dearly,2.0
constructed,2.0
sit,2.0
floor,
asylum,2.0
barbarity,2.0
habitation,2.0
crevice,2.0
clean,2.0
retired,
loaf,2.0
coarse,2.0
pure,2.0
retreat,2.0
dry,
compared,2.0
pail,2.0
hovel,2.0
sad,2.0
burden,
tools,2.0
instrument,
sight,
sobbed,2.0
window,
emotions,2.0
fuel,2.0
apart,2.0
nook,2.0
piece,2.0
hour,
minutes,
youth,2.0
beaming,2.0
figure,
moulded,2.0
resembling,2.0
harmony,2.0
lights,2.0
people,
villagers,
whatever,2.0
hereafter,2.0
pursue,
quietly,2.0
influenced,2.0
actions,2.0
constantly,2.0
blind,
office,2.0
for,2.0
chill,2.0
solve,2.0
A,2.0
trait,2.0
accustomed,
firing,2.0
By,2.0
communicating,2.0
articulate,2.0
godlike,2.0
connection,2.0
objects,
clue,2.0
encourage,2.0
tone,2.0
exhortations,2.0
want,
obstructed,2.0
Agatha,2.0
paper,2.0
comprehend,2.0
overlook,2.0
admired,2.0
delicate,2.0
terrified,2.0
impending,2.0
coarse,
advanced,2.0
noon,
slept,2.0
signification,2.0
inquisitive,2.0
demeanour,2.0
win,2.0
language,2.0
ass,2.0
rude,
genial,2.0
cultivation,2.0
sang,2.0
earth,2.0
memory,
rays,2.0
guitar,
tapped,2.0
guide,2.0
fair,
sparkled,
flushed,2.0
Arabian,2.0
pointing,2.0
language,2.0
conversing,2.0
airs,2.0
woods,2.0
guitar,2.0
enraptured,2.0
In,2.0
meanwhile,2.0
flowers,
scent,2.0
considerably,2.0
While,2.0
instructed,2.0
purport,2.0
existing,2.0
mental,2.0
subsequent,2.0
vicious,2.0
lowest,2.0
abject,2.0
property,
squalid,2.0
rank,
advantages,
slave,
profits,2.0
absolutely,2.0
stature,2.0
unknown,
doted,2.0
expanded,2.0
recurred,
groans,2.0
indignation,
intellect,
taste,
Turkish,2.0
inhabited,2.0
government,2.0
uncontrollable,2.0
loaded,2.0
rejected,2.0
offers,2.0
French,2.0
gently,2.0
declined,
Safie,2.0
Christian,2.0
higher,2.0
immured,2.0
leagues,2.0
deceit,2.0
Leghorn,
event,2.0
simplest,2.0
tenderest,2.0
loathed,2.0
choose,2.0
Italian,2.0
enraged,2.0
punish,2.0
loved,2.0
law,
exile,2.0
sending,2.0
maintenance,2.0
Such,2.0
ingratitude,2.0
Leghorn,2.0
commanded,2.0
French,2.0
averse,2.0
jewels,2.0
bound,
views,2.0
vices,2.0
protectors,
containing,2.0
books,2.0
Fortunately,2.0
Paradise,2.0
Plutarchs,2.0
Werter,2.0
affecting,2.0
opinions,2.0
subjects,2.0
described,
bosom,2.0
calculated,2.0
read,
come,2.0
imaginations,2.0
vice,
relative,2.0
humanity,2.0
awe,2.0
link,2.0
existence,2.0
guarded,2.0
especial,2.0
Satan,2.0
bliss,2.0
gall,2.0
envy,2.0
bears,2.0
accursed,2.0
you,2.0
dispositions,
decide,2.0
postponed,2.0
days,2.0
clearly,2.0
cherished,2.0
inconstant,2.0
unchecked,2.0
reason,
sympathising,2.0
cheering,2.0
mine,2.0
barren,2.0
moon,2.0
birds,
kindness,2.0
asked,
unworthy,2.0
revolution,2.0
seasons,2.0
finally,2.0
departed,
length,
laying,2.0
absorbed,2.0
plan,
master,
Who,2.0
unfortunately,
friendless,2.0
unfortunate,
unprejudiced,2.0
prejudice,2.0
detestable,2.0
unfortunate,2.0
injure,2.0
aid,
At,2.0
consternation,2.0
forward,
dashed,2.0
Why,
mockery,
waved,2.0
trees,
luxury,2.0
impotence,2.0
No,2.0
rose,2.0
believing,2.0
representations,2.0
profound,2.0
flying,2.0
tearing,2.0
hidingplace,
food,2.0
arose,2.0
mounted,2.0
anxiously,2.0
meaning,2.0
Take,2.0
anger,2.0
anger,
loitered,2.0
insanity,2.0
horizon,
scream,2.0
collected,2.0
assistance,2.0
habitation,
geography,2.0
myself,2.0
scorn,2.0
travels,2.0
autumn,2.0
visage,2.0
being,2.0
confines,2.0
secured,2.0
risen,2.0
deformity,
stream,2.0
hidingplace,2.0
dragged,2.0
shore,2.0
fled,2.0
near,
vowed,2.0
After,2.0
breezes,2.0
meditate,2.0
relieved,2.0
infancy,2.0
shrill,2.0
cried,2.0
again,2.0
sworn,2.0
triumph,2.0
fringed,2.0
returned,2.0
exclamations,2.0
young,
beloved,
thrill,2.0
stirred,2.0
sanguinary,2.0
mischief,2.0
wishing,2.0
bewildered,
interchange,2.0
wickedness,2.0
consent,2.0
fiend,2.0
miserable,2.0
Am,2.0
pieces,2.0
precipitate,2.0
creatures,2.0
kind,2.0
reasonable,2.0
feel,2.0
appetite,2.0
nourishment,2.0
fare,2.0
companions,2.0
chance,
bestow,2.0
swear,
reasonably,2.0
necessarily,2.0
communion,2.0
linked,2.0
chain,2.0
employed,2.0
blight,2.0
threats,2.0
Turning,2.0
Europe,2.0
Saying,2.0
task,2.0
week,
fiend,
enjoined,2.0
waves,
calling,2.0
resumed,2.0
society,2.0
stay,2.0
appeared,
dissipate,2.0
Tell,2.0
solemnisation,2.0
marriage,2.0
formed,2.0
dictate,2.0
offering,2.0
mate,2.0
imposed,2.0
journeying,2.0
earnestness,2.0
intensity,2.0
ensure,2.0
maddening,2.0
exasperated,2.0
wherever,2.0
machinations,2.0
grief,2.0
packed,2.0
Strasburgh,
colours,2.0
existence,2.0
wherefore,2.0
desponding,2.0
enjoyment,2.0
Rotterdam,
whence,2.0
becomes,2.0
hills,
standing,2.0
precipices,
Rhine,
landscape,2.0
sloping,2.0
labourers,2.0
charm,2.0
Look,2.0
castle,2.0
group,2.0
retire,2.0
thus,2.0
overflowing,2.0
terribly,2.0
earth,2.0
cheat,2.0
busy,
further,2.0
streams,2.0
expiration,2.0
Edinburgh,
Windsor,
lakes,
highlands,2.0
Scotland,2.0
rambling,2.0
meadows,2.0
expanse,2.0
assemblage,2.0
bolt,2.0
tomb,2.0
illustrious,2.0
chains,2.0
hopeless,
Switzerland,2.0
rocky,2.0
includes,2.0
Scotch,2.0
on,2.0
fears,2.0
destroyer,2.0
Edinburgh,2.0
languid,2.0
beaten,2.0
persons,
squalidness,2.0
ordered,2.0
occasioned,2.0
clothes,2.0
roared,2.0
roarings,2.0
ocean,2.0
engaged,2.0
blinded,2.0
situated,
persecutor,2.0
behold,2.0
conclusion,2.0
remorse,2.0
malignant,2.0
deserts,
precarious,2.0
right,
Yes,
motionless,
fishermen,2.0
silence,
presentiment,2.0
rouse,2.0
dwelt,2.0
hateful,2.0
Are,2.0
passions,
sign,2.0
swiftness,2.0
silent,
ears,2.0
conjured,2.0
sacrificed,2.0
endless,2.0
streamed,2.0
sinks,2.0
isle,2.0
composure,2.0
ears,2.0
reality,2.0
perform,
utensils,2.0
film,2.0
voluntary,2.0
basket,2.0
commission,2.0
shuddering,2.0
northeast,2.0
lulled,2.0
starvation,2.0
suspense,2.0
mutable,2.0
land,2.0
windings,2.0
directly,2.0
harbour,
you,2.0
angry,2.0
replied,2.0
Irish,2.0
gentleman,2.0
apprehension,2.0
proper,2.0
dozen,2.0
deposed,2.0
distance,2.0
cold,2.0
endeavoured,
deposition,2.0
gone,2.0
suggested,2.0
persons,2.0
murderous,2.0
await,2.0
cries,2.0
More,2.0
prey,2.0
turnkeys,
dungeon,2.0
feeble,2.0
safe,2.0
physician,2.0
cheeks,2.0
me,2.0
agonising,2.0
send,2.0
desires,2.0
exclamation,2.0
guilt,2.0
feature,2.0
muscle,2.0
relaxed,2.0
momentary,2.0
delirium,
father,
exhausted,2.0
destiny,
distant,
disgrace,2.0
appearing,2.0
hateful,2.0
poisoned,2.0
Rhone,
presence,
scared,2.0
fiends,2.0
methods,2.0
beings,
pride,2.0
offspring,2.0
preserved,2.0
incoherent,2.0
what,
desiring,2.0
union,
airy,2.0
sentence,
consummate,2.0
enjoys,2.0
balanced,2.0
suspect,2.0
adversarys,2.0
consecrate,2.0
live,2.0
ceremony,2.0
appearance,2.0
Evian,2.0
enjoying,2.0
obscured,2.0
dimmed,2.0
Suddenly,2.0
shrink,2.0
adversary,2.0
Peace,
momentarily,2.0
adversary,2.0
change,2.0
arms,2.0
prayed,2.0
release,
traverse,2.0
prey,2.0
unspeakable,2.0
heroism,
failing,2.0
flit,2.0
shades,2.0
O,2.0
conflict,2.0
vanish,2.0
ministers,2.0
live,
Mediterranean,2.0
ship,
plain,2.0
inspirited,2.0
vanish,2.0
hardships,2.0
tones,2.0
ices,2.0
guiding,2.0
conducting,2.0
intercept,2.0
fashioned,2.0
provision,2.0
consumed,
prey,
rolled,2.0
split,2.0
tumultuous,2.0
unfulfilled,2.0
escape,
conversations,2.0
reveries,2.0
fall,2.0
rational,2.0
never,
imminent,2.0
overcome,2.0
so,
withstand,2.0
extinct,2.0
Think,2.0
Urged,2.0
die,2.0
request,2.0
effort,
victim,2.0
Frankenstein,2.0
impotent,2.0
insatiable,2.0
humankind,2.0
ashes,2.0
,2.0
file,2.0
files,2.0
formats,2.0
owns,2.0
Terms,2.0
Use,2.0
copying,2.0
concept,2.0
registered,2.0
eBook,
royalties,2.0
license,2.0
printed,2.0
law,2.0
FULL,2.0
LICENSE,2.0
promoting,2.0
available,2.0
1E8,2.0
See,2.0
domain,2.0
copying,
based,2.0
references,2.0
keeping,2.0
outside,2.0
displaying,
1E1,2.0
prominently,2.0
copied,2.0
fees,2.0
requirements,2.0
1E7,2.0
1E8,2.0
License,2.0
Plain,2.0
Vanilla,2.0
ASCII,2.0
specified,2.0
owner,2.0
Royalty,2.0
user,2.0
receipt,2.0
accordance,2.0
defect,2.0
90,2.0
limited,2.0
defective,2.0
medium,
computer,2.0
equipment,2.0
DAMAGES,2.0
Except,2.0
costs,2.0
expenses,
legal,2.0
AGREE,2.0
THAT,2.0
NO,2.0
BREACH,2.0
1F3,2.0
NOT,2.0
TO,2.0
lieu,2.0
refund,2.0
WARRANTIES,2.0
disclaimer,2.0
widest,2.0
efforts,2.0
wwwgutenbergorg,2.0
federal,2.0
contact,2.0
Donations,2.0
solicit,2.0
particular,2.0
wwwgutenbergorgdonate,2.0
Title,1.0
Author,1.0
Release,1.0
Date,1.0
31,
1993,1.0
eBook,1.0
84,1.0
Most,1.0
recently,1.0
updated,1.0
13,
2020,1.0
Language,1.0
Character,1.0
encoding,1.0
UTF8,1.0
Produced,1.0
by,1.0
Judith,1.0
Boss,
Christy,1.0
Phillips,
Lynn,1.0
Hanninen,
David,1.0
Meltzer,1.0
HTML,1.0
Al,1.0
Haines,1.0
Further,1.0
corrections,1.0
Menno,1.0
Leeuw,1.0
START,1.0
CONTENTS,1.0
Dec,1.0
11th,
rejoice,1.0
enterprise,1.0
forebodings,1.0
yesterday,
braces,1.0
feeling,1.0
breeze,
foretaste,1.0
climes,1.0
Inspirited,1.0
vivid,1.0
There,
skirting,1.0
diffusing,1.0
splendour,1.0
Therefor,1.0
leave,
navigatorsthere,1.0
banished,1.0
sailing,1.0
habitable,1.0
globe,1.0
undoubtedly,1.0
solitudes,1.0
light,1.0
attracts,1.0
needle,1.0
observations,1.0
eccentricities,1.0
consistent,1.0
satiate,1.0
visited,
enticements,
conquer,1.0
feels,1.0
embarks,1.0
holiday,1.0
mates,
river,1.0
conjectures,1.0
false,
contest,1.0
inestimable,1.0
confer,1.0
generation,
countries,
requisite,1.0
ascertaining,1.0
magnet,
effected,1.0
dispelled,1.0
glow,1.0
contributes,1.0
tranquillise,1.0
purposea,1.0
arriving,1.0
Pacific,1.0
Ocean,1.0
library,1.0
passionately,1.0
reading,1.0
familiarity,1.0
learning,1.0
injunction,1.0
embark,1.0
seafaring,1.0
faded,1.0
perused,
effusions,1.0
entranced,1.0
lifted,1.0
heaven,1.0
poet,1.0
niche,1.0
temple,1.0
Homer,1.0
Shakespeare,1.0
consecrated,1.0
channel,1.0
bent,1.0
inuring,1.0
hardship,1.0
whalefishers,1.0
expeditions,1.0
Sea,1.0
voluntarily,1.0
famine,
harder,1.0
mathematics,
medicine,
naval,1.0
adventurer,1.0
advantage,1.0
Twice,1.0
undermate,1.0
Greenland,1.0
whaler,
acquitted,1.0
earnestness,
purpose,1.0
luxury,
preferred,1.0
enticement,1.0
encouraging,1.0
affirmative,1.0
firm,1.0
fluctuate,
depressed,1.0
emergencies,1.0
fortitude,1.0
theirs,1.0
failing,1.0
travelling,1.0
Russia,1.0
sledges,1.0
pleasant,
stagecoach,1.0
fursa,1.0
adopted,
freezing,1.0
veins,1.0
postroad,1.0
Petersburgh,1.0
Archangel,1.0
weeks,1.0
hire,1.0
insurance,1.0
whalefishing,1.0
June,1.0
return,1.0
Ah,
question,1.0
succeed,
many,
fail,
never,1.0
shower,1.0
testify,1.0
R,1.0
28th,1.0
March,
snow,1.0
sailors,1.0
satisfy,
Margaret,1.0
glowing,1.0
assailed,1.0
disappointment,
paper,
true,1.0
reply,1.0
deem,1.0
courageous,
capacious,1.0
amend,1.0
repair,1.0
faults,1.0
brother,1.0
selfeducated,1.0
fourteen,1.0
voyages,1.0
benefits,1.0
twentyeight,1.0
illiterate,1.0
schoolboys,1.0
fifteen,1.0
extended,1.0
as,1.0
painters,1.0
it,1.0
keeping,1.0
complaints,1.0
merchants,1.0
seamen,1.0
unallied,1.0
dross,1.0
bosoms,1.0
lieutenant,
instance,
enterprise,1.0
madly,1.0
glory,
characteristically,
advancement,1.0
profession,1.0
national,1.0
professional,1.0
prejudices,
unsoftened,1.0
cultivation,
retains,1.0
noblest,1.0
endowments,1.0
humanity,1.0
whale,1.0
vessel,1.0
unemployed,1.0
discipline,1.0
solitude,
fosterage,
groundwork,1.0
distaste,1.0
ship,1.0
mariner,1.0
noted,1.0
kindliness,1.0
obedience,1.0
crew,
owes,1.0
briefly,
Russian,1.0
amassed,1.0
prizemoney,
match,1.0
ceremony,1.0
bathed,1.0
feet,
confessing,1.0
another,
reassured,1.0
suppliant,
farm,1.0
designed,1.0
rival,
prizemoney,1.0
purchase,1.0
stock,
lover,1.0
decidedly,1.0
inexorable,
exclaim,1.0
uneducated,1.0
attends,1.0
astonishing,
detracts,1.0
command,1.0
complain,1.0
wavering,1.0
resolutions,1.0
fate,
rashly,1.0
prudence,1.0
considerateness,1.0
depart,1.0
regions,
snow,
albatross,1.0
Mariner,1.0
allusion,
production,1.0
imaginative,1.0
poets,1.0
industriouspainstaking,
workman,1.0
labourbut,1.0
intertwined,1.0
hurries,1.0
pathways,1.0
unvisited,1.0
explore,1.0
considerations,1.0
cape,1.0
Africa,1.0
America,1.0
picture,1.0
Continue,1.0
opportunity,1.0
occasions,1.0
Robert,1.0
July,1.0
7th,
haste,1.0
merchantman,1.0
homeward,1.0
Archangel,1.0
spirits,1.0
floating,1.0
sheets,1.0
dismay,1.0
latitude,1.0
summer,
gales,
attain,
renovating,1.0
stiff,1.0
gales,1.0
springing,1.0
leak,1.0
happen,1.0
Adieu,
cool,
persevering,
prudent,1.0
shall,1.0
endeavours,1.0
Wherefore,1.0
not,1.0
tracing,1.0
pathless,1.0
testimonies,1.0
triumph,1.0
untamed,1.0
obedient,1.0
element,1.0
stop,1.0
man,1.0
pours,1.0
finish,1.0
sister,1.0
RW,1.0
5th,
Last,1.0
Monday,1.0
July,1.0
31st,1.0
searoom,1.0
floated,1.0
compassed,1.0
fog,1.0
weather,1.0
beheld,
direction,
groaned,
grow,1.0
solicitude,1.0
carriage,
mile,1.0
dogs,1.0
telescopes,1.0
unqualified,1.0
believed,
denote,1.0
reality,
supposed,1.0
Shut,1.0
track,
We,
masses,1.0
float,1.0
vessel,
sea,1.0
drifted,1.0
fragment,1.0
Only,1.0
dog,1.0
inhabitant,1.0
European,1.0
Here,1.0
captain,
sea,1.0
accent,1.0
Before,1.0
vessel,
bound,1.0
board,1.0
capitulated,1.0
safety,
boundless,1.0
frozen,
suffering,1.0
rubbing,1.0
brandy,1.0
forcing,1.0
swallow,1.0
quantity,1.0
blankets,1.0
kitchen,1.0
stove,1.0
soup,
wonderfully,1.0
understanding,1.0
recovered,
permit,1.0
creature,1.0
wildness,
madness,
performs,1.0
beam,1.0
despairing,
gnashes,1.0
oppresses,1.0
questions,1.0
restoration,1.0
repose,1.0
lieutenant,1.0
vehicle,1.0
fashion,1.0
Yes,1.0
Then,1.0
picked,1.0
ice,1.0
aroused,1.0
strangers,1.0
route,1.0
pursued,1.0
doubtless,
people,1.0
considerate,1.0
inquiries,1.0
Certainly,1.0
impertinent,1.0
inhuman,1.0
inquisitiveness,1.0
mine,1.0
rescued,1.0
perilous,1.0
situation,1.0
benevolently,1.0
sledge,1.0
midnight,
judge,1.0
decaying,1.0
appeared,1.0
rawness,1.0
atmosphere,1.0
enters,1.0
amiable,1.0
intervals,
record,1.0
13th,
increases,1.0
excites,1.0
wise,1.0
cultivated,
culled,1.0
choicest,1.0
art,
rapidity,1.0
eloquence,1.0
deck,
projects,1.0
disguise,1.0
attentively,1.0
eventual,1.0
evinced,1.0
utterance,1.0
gladly,1.0
furtherance,1.0
price,1.0
sought,
dominion,1.0
transmit,1.0
elemental,1.0
foes,1.0
listeners,1.0
emotion,1.0
quivered,1.0
trickle,1.0
fingers,1.0
heaving,1.0
paused,1.0
accents,1.0
Unhappy,1.0
madness,1.0
intoxicating,1.0
draught,1.0
lips,1.0
imagine,
curiosity,1.0
paroxysm,1.0
composure,1.0
passion,1.0
quelling,1.0
tyranny,1.0
personally,1.0
told,
trains,1.0
lot,
blessing,1.0
stranger,1.0
we,1.0
unfashioned,1.0
wiser,
better,
ourselvessuch,1.0
bedo,1.0
lend,1.0
perfectionate,1.0
faulty,1.0
natures,1.0
entitled,
respecting,1.0
friendship,1.0
II,1.0
starry,1.0
elevating,1.0
existence,1.0
disappointments,
halo,1.0
ventures,1.0
tutored,1.0
retirement,1.0
fastidious,1.0
appreciate,1.0
extraordinary,1.0
possesses,1.0
immeasurably,1.0
knew,1.0
intuitive,1.0
discernment,
neverfailing,1.0
judgment,
penetration,1.0
unequalled,1.0
clearness,1.0
precision,1.0
facility,1.0
intonations,1.0
soulsubduing,1.0
19th,
Yesterday,1.0
Captain,1.0
wisdom,
did,1.0
serpent,1.0
disasters,1.0
exposing,1.0
deduce,1.0
apt,1.0
failure,1.0
Prepare,1.0
marvellous,1.0
Were,1.0
tamer,1.0
unbelief,
ridicule,1.0
provoke,1.0
evervaried,1.0
conveys,1.0
composed,1.0
communication,
recital,1.0
narrative,
ameliorate,1.0
useless,1.0
fulfilled,1.0
feeling,
mistaken,
determined,1.0
leisure,1.0
thanks,1.0
imperatively,1.0
notes,1.0
manuscript,1.0
lipswith,1.0
fulltoned,1.0
swells,1.0
ears,1.0
sweetness,1.0
irradiated,1.0
Strange,1.0
itthus,1.0
Genevese,
republic,1.0
ancestors,1.0
counsellors,1.0
syndics,
reputation,1.0
business,1.0
affairs,1.0
illustrate,1.0
relating,1.0
mischances,
Beaufort,
unbending,1.0
oblivion,1.0
magnificence,1.0
debts,
Lucerne,
truest,1.0
circumstances,1.0
assistance,1.0
effectual,1.0
Overjoyed,1.0
Reuss,1.0
fortunes,
respectable,1.0
employment,1.0
merchants,1.0
consequently,
inaction,1.0
rankling,1.0
tenderness,
fund,1.0
decreasing,1.0
mould,
adversity,1.0
earn,1.0
worse,1.0
subsistence,1.0
decreased,1.0
tenth,1.0
Beauforts,1.0
protecting,1.0
interment,1.0
relation,1.0
unite,1.0
strongly,1.0
Perhaps,1.0
latediscovered,1.0
unworthiness,1.0
